id,type,unit_id,title,release_date,now_available
1,U,1,Introduction to Android,,TRUE
2,U,2,Buttons and MVC,,TRUE
3,U,3,Intents and Activities,,TRUE
4,U,4,Menus,,TRUE
5,U,5,Dialogs,,TRUE
6,U,6,Fragments,,TRUE
7,U,7,Adapters,,TRUE
8,U,8,SQLite,,TRUE
9,U,9,AppEngine,,TRUE
10,U,10,EndpointsBackend,,TRUE
11,U,11,EndpointsAndroidClient,,TRUE
12,U,12,OAuthBackend,,TRUE
13,U,13,OAuthAndroidClient,,TRUE
