id,type,unit_id,title,release_date,now_available
1,U,1,AppEngine,,True
2,U,2,EndpointsBackend,,True
3,U,3,EndpointsAndroidClient,,True
4,U,4,OAuthBackend,,True
5,U,5,OAuthAndroidClient,,True
